#Feeder,Feeder ID,Skip,Pos X,Pos Y,Angle,Footprint,Comment,Nozzle,Pick Height,Pick delay,Move Speed,Place Height,Place delay,Place Speed,Accuracy,Width,Length,Thickness,Size Analyze,Tray X,Tray Y,Columns,Rows,Right Top X,Right Top Y,Vision Model,Brightness,Vision Error,Vision Flash,Feeder Type,NoisyPoint,Try times,Feed wait time,Find Out Rectangle

#PCB,Columns,Rows,Left Bottom X,Left Bottom Y,Left Top X,Left Top Y,Right Top X,Right Top Y,Mirror Board Left Bottom X,Mirror Board Left Bottom Y,Panelize Board Angle,Mirror Board,Marked Panel X,Marked Panel Y,Marked Panel Value,Manual Program,Feed PCB,Panelized Mark Point,PCB Width,PCB Length,Safe height,Manual Mark,Test,Detect X,Detect Y,Long PCB Input
PCB,,,,,,,,,0,0,,1,0,0,,NO,1,,,,4,,,,,

#Panel,Pos X,Pos Y,Offset X,Offset Y,Angle,Skip,Position

#Nozzle,NozzleID,Nozzle Type,Disabled
Nozzle,1,,NO
Nozzle,2,,NO
Nozzle,3,,NO
Nozzle,4,,NO
Nozzle,5,,NO
Nozzle,6,,NO
Nozzle,7,,NO
Nozzle,8,,NO

#Mark,Pos X,Pos Y,Min Size,Max Size,Flash,Brightness,Searching Area,Circular Similarity,Nested Mode,Select Camera,Position
Mark,0.0,260.0,0.8,1.2,Inner,20,4,80,Black Spot,Left Camera
Mark,85.0,0.0,0.8,1.2,Inner,20,4,80,Black Spot,Left Camera
Mark,85.0,260.0,0.8,1.2,Inner,20,4,80,Black Spot,Left Camera
Mark,0.0,0.0,0.8,1.2,Inner,20,4,80,Black Spot,Left Camera

#Comp,Feeder ID,Comment,Footprint,Designator,Nozzle,Pos X,Pos Y,Angle,Skip,Position
Comp,,RC1206FR-0739RL,RESC1206,R12,,78.5,243.207,90,NO,Align
Comp,,RC1206FR-0739RL,RESC1206,R10,,66.5,243.207,90,NO,Align
Comp,,RC1206FR-0739RL,RESC1206,R8,,78.5,149.597,90,NO,Align
Comp,,RC1206FR-0739RL,RESC1206,R6,,66.5,149.597,90,NO,Align
Comp,,RC1206FR-0739RL,RESC1206,R4,,78.5,56.477,90,NO,Align
Comp,,RC1206FR-0739RL,RESC1206,R2,,66.5,56.477,90,NO,Align
Comp,,RC1206FR-0739RL,RESC1206,R11,,78.5,202.877,90,NO,Align
Comp,,RC1206FR-0739RL,RESC1206,R9,,66.5,202.877,90,NO,Align
Comp,,RC1206FR-0739RL,RESC1206,R7,,78.5,110.007,90,NO,Align
Comp,,RC1206FR-0739RL,RESC1206,R5,,66.5,110.007,90,NO,Align
Comp,,RC1206FR-0739RL,RESC1206,R3,,78.5,16.467,90,NO,Align
Comp,,RC1206FR-0739RL,RESC1206,R1,,66.5,16.467,90,NO,Align
Comp,,L128-2795HA3500001,JE2835AWT-00-0000-000A0UF830E,D15,,66.5,89.571,90,NO,Align
